City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
280,garhiyasin,27.9069,68.511,303.16,53,7,4.79,PK,1684715543
281,gus'-khrustal'nyy,55.6111,40.6519,285.49,96,100,2.04,RU,1684715544
282,alakurtti,66.9672,30.3491,284.36,75,100,0.45,RU,1684715544
283,sampit,-2.5333,112.95,299.7,92,12,1.51,ID,1684715545
284,kone,-21.0595,164.8658,298.31,50,96,4.64,NC,1684715545
285,dachne,44.8833,34.9833,287.75,96,100,3.31,UA,1684715546
286,valparaiso,-33.0393,-71.6273,287.33,86,100,6.14,CL,1684715448
287,chui,-33.6971,-53.4616,290.71,95,100,2.58,UY,1684715347
288,roma,43.2128,-75.4557,290.23,69,0,1.54,US,1684715548
289,mirante do paranapanema,-22.2919,-51.9064,290.15,72,100,2.74,BR,1684715549
290,kazanskoye,55.6448,69.235,287.27,61,58,2.15,RU,1684715549
291,franklin,39.9667,-83.0166,295.68,46,20,3.09,US,1684715037
292,cabedelo,-6.9811,-34.8339,298.52,85,8,4.09,BR,1684715550
293,batticaloa,7.7102,81.6924,300.27,82,96,1.33,LK,1684715551
294,ar ruways,24.1103,52.7306,303.41,48,5,1.94,AE,1684715551
295,visby,57.6409,18.296,283.27,62,39,3.09,SE,1684715471
296,koson,39.0375,65.585,294.33,29,100,4.82,UZ,1684715552
297,long beach,33.767,-118.1892,299.81,78,0,8.23,US,1684715553
298,colchani,-20.3,-66.9333,276.99,27,0,3.17,BO,1684715553
299,helena valley west central,46.6629,-112.0604,298.64,24,0,5.66,US,1684715554
300,dickinson,29.4608,-95.0513,299.91,76,75,3.09,US,1684715414
301,valley city,46.9233,-98.0032,297.44,35,0,3.09,US,1684715515
302,sinan,34.8262,126.1086,290.21,75,100,4.17,KR,1684715555
303,mariental,-24.6333,17.9667,287.78,24,3,2.99,NA,1684715555
304,laibin,23.7,109.2667,302.88,75,5,5.22,CN,1684715556
305,ola,59.5833,151.2833,278.23,80,72,1.52,RU,1684715557
306,miles city,46.4083,-105.8406,297.69,43,0,0.0,US,1684715558
307,ebon,4.582,168.6964,301.09,80,100,7.43,MH,1684715558
308,polyarnyy,69.1989,33.4478,280.81,88,99,3.82,RU,1684715558
309,saint-pierre,-21.3393,55.4781,296.97,69,0,3.09,RE,1684715559
310,yonan-up,37.9089,126.1611,291.53,53,100,2.18,KP,1684715559
311,wenchang,30.904,118.4887,287.32,86,100,3.27,CN,1684715559
312,el abiodh sidi cheikh,32.893,0.5484,290.85,39,88,1.39,DZ,1684715560
313,lerwick,60.1545,-1.1494,279.15,81,90,2.8,GB,1684715560
314,kidal,18.4411,1.4078,305.57,19,86,5.79,ML,1684715560
315,kolonia town,6.964,158.206,303.15,84,100,1.54,FM,1684715560
316,fort bragg,35.139,-79.006,294.9,78,0,0.0,US,1684715519
317,skagen,57.7209,10.5839,285.67,91,63,2.68,DK,1684715561
318,akrehamn,59.2667,5.1833,283.38,93,22,2.57,NO,1684715561
319,aginskoye,51.1,114.53,289.99,27,0,4.49,RU,1684715561
320,smithers,54.7804,-127.1743,289.33,51,100,6.69,CA,1684715562
321,springs,-26.25,28.4,284.02,62,4,1.61,ZA,1684715562
322,westport,41.1415,-73.3579,292.17,71,0,3.09,US,1684715562
323,timimoun,29.2639,0.231,297.36,9,0,3.6,DZ,1684715563
324,kristiansund,63.1115,7.732,282.51,81,73,1.54,NO,1684715563
325,port alfred,-33.5906,26.891,288.26,68,58,3.83,ZA,1684715563
326,remire-montjoly,4.9167,-52.2667,298.17,94,75,2.06,GF,1684715563
327,gokwe,-18.2048,28.9349,286.59,56,8,2.02,ZW,1684715564
328,bayanhongor,46.7167,100.1167,280.87,19,100,3.38,MN,1684715564
329,vila franca do campo,37.7167,-25.4333,290.38,76,98,3.78,PT,1684715564
330,mili,6.0815,171.735,301.48,80,100,6.61,MH,1684715565
331,acapulco de juarez,16.8634,-99.8901,303.05,74,75,2.57,MX,1684715410
332,waddan,29.1614,16.139,291.94,58,0,2.78,LY,1684715565
333,gordonvale,-17.0936,145.7842,299.79,66,78,4.54,AU,1684715565
334,campbell river,50.0163,-125.2446,290.89,55,75,4.12,CA,1684715566
335,micheweni,-4.9667,39.8333,298.24,86,14,2.95,TZ,1684715566
336,saudarkrokur,65.7461,-19.6394,276.25,69,84,7.94,IS,1684715566
337,keelung,25.1283,121.7419,303.74,78,100,1.13,TW,1684715567
338,san antonio de pale,-1.4014,5.6325,299.44,71,94,4.41,GQ,1684715567
339,horta,38.5333,-28.6333,289.83,81,100,2.68,PT,1684715567
340,nahiyat al fuhud,30.9697,46.7228,303.04,18,20,3.58,IQ,1684715567
341,vadso,70.0744,29.7487,282.64,71,75,3.6,NO,1684715568
342,la huerta,19.4667,-104.65,300.42,48,2,2.07,MX,1684715568
343,new norfolk,-42.7826,147.0587,288.87,66,100,1.79,AU,1684715568
344,callao,-12.0667,-77.15,295.77,73,75,5.14,PE,1684715550
345,hoopstad,-27.8327,25.9083,282.34,34,6,1.34,ZA,1684715569
346,emerald,-23.5333,148.1667,291.67,41,0,7.88,AU,1684715501
347,tuma,55.148,40.5537,285.48,97,100,2.29,RU,1684715569
348,hasaki,35.7333,140.8333,297.2,85,100,3.88,JP,1684715569
349,queenstown,-31.8976,26.8753,277.32,86,95,0.71,ZA,1684715570
350,caxias,38.7031,-9.2767,290.64,75,0,2.24,PT,1684715570
351,novodvinsk,64.4165,40.8122,286.98,62,100,1.1,RU,1684715570
352,huangyan,28.6478,121.2594,297.58,80,49,1.49,CN,1684715571
353,kudahuvadhoo,2.6708,72.8944,301.59,72,8,2.94,MV,1684715571
354,middelburg,-25.7751,29.4648,282.05,40,0,2.4,ZA,1684715571
355,lai chau,22.3997,103.4517,300.09,46,0,1.45,VN,1684715571
356,vilhena,-12.7406,-60.1458,295.32,73,7,0.45,BR,1684715572
357,brookings,44.3114,-96.7984,300.15,36,75,2.57,US,1684715283
358,badger,64.8,-147.5333,295.08,35,0,2.06,US,1684715572
359,hermanus,-34.4187,19.2345,285.15,73,100,4.71,ZA,1684715573
360,tokmok,42.8417,75.3016,286.56,85,100,0.66,KG,1684715573
361,namibe,-15.1961,12.1522,293.01,82,10,1.75,AO,1684715573
362,dwarka,22.2394,68.9678,301.16,77,10,5.3,IN,1684715574
363,santiago,-33.4569,-70.6483,287.2,68,75,4.63,CL,1684715548
364,celanova,42.153,-7.9551,284.7,92,31,1.06,ES,1684715574
365,payyannur,12.1,75.2,298.39,79,21,1.97,IN,1684715574
366,christchurch,-43.5333,172.6333,286.99,83,97,2.06,NZ,1684715566
367,papao,-17.75,-149.55,302.97,78,0,4.75,PF,1684715575
368,bargaal,11.2864,51.0773,300.71,85,94,4.25,SO,1684715575
369,hiratacho,35.4333,132.8167,294.13,73,75,2.06,JP,1684715575
370,guadalajara,20.6667,-103.3333,303.02,21,75,2.06,MX,1684715287
371,woolgoolga,-30.1106,153.2007,291.51,50,0,5.19,AU,1684715576
372,nagar karnul,16.4821,78.3247,301.09,62,41,0.69,IN,1684715576
373,bagayevskaya,47.32,40.38,288.66,69,98,4.5,RU,1684715577
374,taquari,-29.7997,-51.8644,290.54,76,100,2.8,BR,1684715577
375,sinabang,2.4803,96.3801,300.98,78,97,2.05,ID,1684715577
376,palmer,42.1584,-72.3287,291.9,71,40,2.06,US,1684715442
377,nyurba,63.2842,118.3319,276.9,44,6,2.84,RU,1684715578
378,pinotepa nacional,16.3167,-98.0167,302.11,61,96,2.26,MX,1684715578
379,arno,60.1167,18.6333,283.03,72,95,2.56,SE,1684715578
380,praia da vitoria,38.7333,-27.0667,290.29,82,40,4.77,PT,1684715579
381,el casar,38.5309,-5.9251,286.3,72,100,2.86,ES,1684715579
382,dongola,19.1667,30.4833,302.85,12,95,3.55,SD,1684715579
383,hammerfest,70.6634,23.6821,280.4,76,20,3.09,NO,1684715579
384,ahiri,19.4,80.0167,303.39,56,1,2.66,IN,1684715580
385,nar'yan-mar,67.6713,53.087,284.03,75,71,3.19,RU,1684715580
386,afaahiti,-17.75,-149.2833,302.08,75,0,1.4,PF,1684715580
387,al jawf,29.5,38.75,296.53,24,0,2.71,SA,1684715580
388,santa rosa,14.3122,121.1114,305.98,75,34,1.55,PH,1684715581
389,"laikit, laikit ii (dimembe)",1.4792,124.9735,301.62,74,20,1.54,ID,1684715581
390,karratha,-20.7377,116.8463,293.56,34,16,9.27,AU,1684715581
391,la mira,18.035,-102.3266,301.82,76,17,2.27,MX,1684715582
392,guerrero negro,27.9769,-114.0611,291.32,72,89,7.24,MX,1684715582
393,miri,4.4148,114.0089,297.23,100,40,2.06,MY,1684715583
394,inirida,3.8653,-67.9239,297.12,96,100,0.71,CO,1684715584
395,seven pagodas,12.6264,80.1722,303.18,84,0,5.68,IN,1684715584
396,okhotsk,59.3833,143.3,275.81,85,100,8.1,RU,1684715585
397,slawno,54.3628,16.6789,285.2,82,99,3.13,PL,1684715585
398,galesong,-5.3166,119.3661,298.16,73,5,2.99,ID,1684715586
399,san luis de la loma,17.2706,-100.8939,302.29,72,90,1.88,MX,1684715586
400,hangu,39.2489,117.7892,293.17,30,5,0.94,CN,1684715587
401,mount pearl,47.5166,-52.7813,283.68,83,75,10.29,CA,1684715587
402,wamba,8.9333,8.6,296.91,88,100,1.55,NG,1684715588
403,hadibu,12.65,54.0333,301.97,67,58,2.2,YE,1684715588
404,fale old settlement,-9.3852,-171.2468,301.87,76,48,4.37,TK,1684715588
405,nabire,-3.3667,135.4833,303.06,67,22,1.63,ID,1684715589
406,nizhniy kuranakh,58.8353,125.4869,277.7,65,84,2.81,RU,1684715589
407,yarmouth,41.7057,-70.2286,289.8,82,0,2.06,US,1684715554
408,coquimbo,-29.9533,-71.3436,288.0,82,100,2.06,CL,1684715590
409,chishmy,54.5765,55.3764,280.28,57,2,0.88,RU,1684715590
410,al markaz,25.4,49.7333,301.48,33,1,4.23,SA,1684715591
411,missoula,47.0166,-113.8009,286.37,77,94,2.49,US,1684715592
412,passos,-20.7189,-46.6097,287.63,72,100,1.09,BR,1684715592
413,argo,37.6333,22.7333,289.7,88,93,1.34,GR,1684715593
414,cidreira,-30.1811,-50.2056,292.34,79,100,2.23,BR,1684715593
415,tinghir,31.5157,-5.5343,285.4,37,0,3.93,MA,1684715594
416,sarmiento,-45.5882,-69.07,279.41,43,55,9.55,AR,1684715594
417,baise city,23.8997,106.6133,306.12,99,0,0.87,CN,1684715595
418,nyaunglebin,17.95,96.7333,301.53,77,75,2.21,MM,1684715595
419,fortuna,40.5982,-124.1573,288.34,84,100,6.17,US,1684715596
420,jeypore,18.85,82.5833,300.57,57,41,2.1,IN,1684715596
421,hengchun,22.0042,120.7439,301.44,81,5,8.23,TW,1684715455
422,morondava,-20.2833,44.2833,294.77,62,2,4.18,MG,1684715597
423,mugia,43.1041,-9.2179,289.35,90,99,9.79,ES,1684715598
424,amos,48.5669,-78.1162,275.38,50,0,2.42,CA,1684715404
425,brisas de zicatela,15.8369,-97.0419,304.44,58,40,1.54,MX,1684715599
426,pryvillya,49.015,38.3046,286.4,87,79,2.48,UA,1684715599
427,biltine,14.5333,20.9167,303.36,39,8,1.99,TD,1684715600
428,klimovo,52.3805,32.1923,282.01,83,60,2.39,RU,1684715600
429,prince rupert,54.3161,-130.3201,284.2,77,100,9.26,CA,1684715600
430,cururupu,-1.8283,-44.8683,297.43,97,100,1.38,BR,1684715601
431,retreat,38.8245,-85.8533,296.37,74,0,1.78,US,1684715601
432,siracusa,37.0881,15.2792,289.8,85,100,0.75,IT,1684715602
433,bloemfontein,-29.1211,26.214,277.86,75,7,2.06,ZA,1684715602
434,khabary,53.6259,79.5345,287.53,49,50,3.54,RU,1684715603
435,new shagunnu,10.3396,4.4688,300.82,74,100,2.52,NG,1684715603
436,selma,36.5708,-119.6121,308.34,26,0,2.06,US,1684715502
437,reggane,26.7158,0.1714,297.84,9,0,5.17,DZ,1684715604
438,urucara,-2.5364,-57.76,297.29,97,83,0.6,BR,1684715604
439,puerto la cruz,10.2167,-64.6167,299.35,83,100,0.31,VE,1684715495
440,juneau,58.3019,-134.4197,285.15,100,75,6.17,US,1684715574
441,siwa oasis,29.2041,25.5195,295.77,42,0,4.2,EG,1684715606
442,zayed city,24.3768,54.589,304.82,70,0,3.09,AE,1684715606
443,kot diji,27.3427,68.7083,303.16,63,11,7.2,PK,1684715607
444,balao,-2.9167,-79.8167,298.29,88,100,1.74,EC,1684715607
445,buka,40.8108,69.1986,293.12,35,25,1.24,UZ,1684715608
446,tekkali,18.6167,84.2333,301.04,80,0,3.63,IN,1684715608
447,ixtapa,20.7,-105.2,302.72,79,20,4.63,MX,1684715609
448,kigoma,-4.8769,29.6267,296.67,77,100,1.12,TZ,1684715609
449,kailua-kona,19.6406,-155.9956,301.76,82,75,5.14,US,1684715609
450,verkhnevilyuysk,63.4453,120.3167,276.22,46,6,3.38,RU,1684715610
451,ivdel',60.6911,60.4206,285.82,85,100,1.52,RU,1684715610
452,olinda,-8.0089,-34.8553,297.0,88,75,2.57,BR,1684715611
453,priozersk,61.0393,30.1291,284.88,89,100,1.51,RU,1684715611
454,alzamay,55.5562,98.6644,288.21,41,91,1.78,RU,1684715612
455,yeppoon,-23.1333,150.7333,293.03,47,0,6.09,AU,1684715612
456,ardakan,32.31,54.0175,295.45,39,95,0.48,IR,1684715612
457,egilsstadir,65.2653,-14.3948,280.1,61,75,9.26,IS,1684715613
458,nova vicosa,-17.8919,-39.3719,296.3,69,50,4.01,BR,1684715613
459,port blair,11.6667,92.75,301.22,74,27,3.42,IN,1684715339
460,thunder bay,48.4001,-89.3168,285.14,43,40,2.57,CA,1684715543
461,turpan,42.9333,89.1667,299.0,27,0,0.78,CN,1684715614
462,kill devil hills,36.0307,-75.676,291.47,77,0,2.57,US,1684715615
463,mossel bay,-34.1831,22.146,286.46,66,10,1.72,ZA,1684715615
464,hovd,48.0056,91.6419,285.51,46,99,0.09,MN,1684715507
465,whistler,50.1164,-122.9695,291.72,45,75,1.54,CA,1684715616
466,sturgis,41.7992,-85.4192,295.04,24,0,2.06,US,1684715617
467,odacho-oda,35.1833,132.5,293.58,74,83,3.44,JP,1684715617
468,eydhafushi,5.1033,73.0708,301.63,74,95,3.33,MV,1684715618
469,gadzhiyevo,69.2551,33.3362,280.64,88,98,4.02,RU,1684715618
470,harstad,68.799,16.5293,280.26,93,100,5.81,NO,1684715618
471,aras-asan,8.8908,126.3033,302.02,70,44,0.18,PH,1684715619
472,carutapera,-1.195,-46.02,298.07,93,100,2.98,BR,1684715619
473,sabha,27.0377,14.4283,295.37,18,0,2.77,LY,1684715619
474,mitu,1.1983,-70.1733,297.25,94,96,0.92,CO,1684715620
475,along,28.1667,94.7667,294.32,85,79,0.34,IN,1684715620
476,sparti,37.0733,22.4297,289.23,94,95,1.05,GR,1684715620
477,ust'-uda,54.1742,103.0304,287.43,50,17,1.83,RU,1684715603
478,hyesan,41.4017,128.1778,287.72,50,6,1.22,KP,1684715621
479,cedeira,43.6797,-8.0209,287.58,86,94,8.48,ES,1684715621
480,petropavlovsk-kamchatsky,53.0452,158.6483,276.48,93,75,4.0,RU,1684715621
481,umm ruwaba,12.9061,31.2158,299.89,8,0,3.99,SD,1684715621
482,swakopmund,-22.6833,14.5333,284.62,79,0,1.59,NA,1684715622
483,inongo,-1.95,18.2667,295.33,92,100,0.41,CD,1684715622
484,zeya,53.75,127.2667,291.2,39,15,4.98,RU,1684715622
485,porto novo,6.4965,2.6036,301.05,91,100,1.73,BJ,1684715622
486,mosty,53.4122,24.5387,282.72,80,12,1.98,BY,1684715623
487,bima,-8.4667,118.7167,300.84,68,25,1.64,ID,1684715623
488,zhangatas,43.5667,69.75,290.78,46,24,1.85,KZ,1684715623
489,rajin,42.2489,130.3003,292.68,39,0,4.14,KP,1684715624
490,oxelosund,58.6706,17.1015,282.36,87,0,1.03,SE,1684715624
491,nazyvayevsk,55.5698,71.3529,288.27,58,76,1.39,RU,1684715624
492,souillac,-20.5167,57.5167,294.36,94,20,1.54,MU,1684715624
493,aljezur,37.3191,-8.8033,287.73,86,96,0.53,PT,1684715625
494,mogadishu,2.0371,45.3438,299.48,84,31,3.28,SO,1684715546
495,el nido,11.1858,119.3956,302.12,70,32,1.78,PH,1684715625
496,qashyr,53.0675,76.1036,288.96,44,52,2.3,KZ,1684715625
497,tolanaro,-25.0319,46.9987,291.3,86,0,2.88,MG,1684715626
498,tshabong,-26.05,22.45,284.86,28,4,3.18,BW,1684715626
499,cill airne,52.05,-9.5167,284.03,98,100,1.7,IE,1684715626
500,gumi,36.1136,128.336,291.9,63,100,1.72,KR,1684715626
501,poletayevo,55.0336,61.1138,282.05,49,10,1.5,RU,1684715627
502,san sebastian de la gomera,28.0916,-17.1133,293.36,55,0,3.09,ES,1684715627
503,meadow lakes,61.6247,-149.6011,288.14,46,75,2.57,US,1684715627
504,castillos,-34.1667,-53.8333,290.46,95,100,2.86,UY,1684715627
505,cerro azul,21.2,-97.7333,297.74,74,79,3.37,MX,1684715628
506,saint-francois,46.4154,3.9054,287.97,100,100,1.03,FR,1684715628
507,agua prieta,31.3,-109.5667,304.59,7,0,6.69,MX,1684715628
508,al matlin,37.2452,10.05,289.92,85,92,8.38,TN,1684715628
509,nkhotakota,-12.9274,34.2961,293.69,78,3,2.27,MW,1684715629
510,ilhabela,-23.7781,-45.3581,292.97,80,100,2.17,BR,1684715629
511,kenai,60.5544,-151.2583,285.2,53,0,7.72,US,1684715629
512,altay,47.8667,88.1167,283.85,81,100,0.99,CN,1684715629
513,labuan,5.2767,115.2417,302.35,79,20,0.51,MY,1684715630
514,ingeniero guillermo n. juarez,-23.9,-61.85,291.21,96,75,2.04,AR,1684715630
515,bedele,8.456,36.353,287.52,91,100,0.31,ET,1684715630
516,puerto armuelles,8.2833,-82.8667,298.14,96,100,1.81,PA,1684715630
517,awjilah,29.1081,21.2869,292.87,50,0,1.92,LY,1684715631
518,lakeview,42.432,-75.8655,290.01,74,0,1.61,US,1684715631
519,acajutla,13.5928,-89.8275,302.2,76,100,3.02,SV,1684715631
520,susuman,62.7833,148.1667,276.69,61,100,3.73,RU,1684715631
521,likisa,-8.6695,125.6875,293.16,66,26,0.85,TL,1684715632
522,nizhneudinsk,54.9076,99.0276,288.31,34,99,1.7,RU,1684715544
523,lobito,-12.3481,13.5456,296.28,87,71,2.75,AO,1684715632
524,amga,60.8953,131.9608,277.62,44,62,4.4,RU,1684715596
525,mvurwi,-17.0333,30.85,286.57,80,5,0.93,ZW,1684715633
526,anadyr,64.75,177.4833,275.43,93,20,2.0,RU,1684715633
527,shira,54.4911,89.9531,285.79,45,36,2.17,RU,1684715633
528,asau,46.4333,26.4,283.86,91,73,2.22,RO,1684715634
529,touros,-5.1989,-35.4608,298.37,89,5,4.24,BR,1684715634
530,plastun,44.7561,136.2939,283.68,77,99,2.06,RU,1684715634
531,kayes,14.0,-11.0,305.96,40,100,0.66,ML,1684715634
532,gubkinskiy,64.434,76.5026,277.01,64,7,1.93,RU,1684715635
533,agat village,13.3886,144.6585,303.68,77,20,6.69,GU,1684715635
534,fada,9.5667,8.3,294.44,91,100,1.7,NG,1684715635
535,nagaoka,37.45,138.85,293.32,66,100,1.94,JP,1684715636
536,rio grande,-32.035,-52.0986,291.21,93,100,2.97,BR,1684715636
537,dryden,49.7833,-92.7503,289.31,39,0,3.6,CA,1684715636
538,malpura,26.2833,75.3833,304.01,29,0,6.66,IN,1684715636
539,blagodarnyy,45.0978,43.4364,287.95,89,100,2.8,RU,1684715636
540,yangambi,0.8102,24.4336,294.44,99,100,1.0,CD,1684715637
541,formosa,-26.1775,-58.1781,292.14,94,100,2.06,AR,1684715637
542,sweet home,44.3976,-122.7362,292.54,63,93,0.45,US,1684715637
543,ust'-ilimsk,58.0006,102.6619,286.97,69,97,2.3,RU,1684715409
544,wangkui,46.8333,126.5,293.48,24,6,2.55,CN,1684715638
545,havran,39.5583,27.0983,288.94,77,0,5.14,TR,1684715638
546,saint-joseph,-21.3667,55.6167,296.36,74,0,1.93,RE,1684715638
547,zahedan,29.4963,60.8629,298.1,31,75,2.06,IR,1684715639
548,privolzhsk,57.3808,41.2886,284.05,94,25,2.52,RU,1684715639
549,yoloten,37.2989,62.3597,298.76,21,89,4.62,TM,1684715639
550,inhambupe,-11.7844,-38.3531,293.98,96,34,2.92,BR,1684715639
551,gogolin,50.4922,18.0199,287.86,84,99,2.63,PL,1684715640
552,umm kaddadah,13.6017,26.6876,302.39,12,5,4.21,SD,1684715640
553,ban selaphum,16.0167,103.95,302.16,58,100,3.72,TH,1684715640
554,sinop,41.7711,34.8709,282.88,93,15,0.91,TR,1684715640
555,neiafu,-18.65,-173.9833,300.53,78,75,2.57,TO,1684715641
556,yonggwang-up,40.0183,127.4547,292.98,43,0,2.41,KP,1684715641
557,mount isa,-20.7333,139.5,293.02,24,0,4.63,AU,1684715433
558,tuy hoa,13.0833,109.3,303.71,61,84,3.24,VN,1684715642
559,moussoro,13.6408,16.4901,304.78,37,52,4.23,TD,1684715642
560,santo antonio do ica,-3.1022,-67.9397,297.41,97,70,0.25,BR,1684715642
561,cooper's town,26.8667,-77.5167,299.16,74,35,5.07,BS,1684715643
562,alo,7.4178,6.7371,298.54,91,100,1.54,NG,1684715643
563,itoman,26.1247,127.6694,301.16,83,75,7.2,JP,1684715644
